Flora	Mac	Time	Name	Temp	moisture	light	conductivity	battery
Out	C4:7C:8D:64:5D:17	2019-09-20 01:30:05	Flower care	19.5	8	55	23	100
In	C4:7C:8D:64:76:67	2019-09-20 01:40:01	Flower care	19.0	23	68	159	32
Out	C4:7C:8D:64:5D:17	2019-09-20 01:40:04	Flower care	19.7	8	68	24	100
In	C4:7C:8D:64:76:67	2019-09-20 01:50:01	Flower care	18.9	23	65	159	32
Out	C4:7C:8D:64:5D:17	2019-09-20 01:50:04	Flower care	19.5	8	73	24	100
In	C4:7C:8D:64:76:67	2019-09-20 02:00:01	Flower care	18.9	23	68	158	32
Out	C4:7C:8D:64:5D:17	2019-09-20 02:00:03	Flower care	19.5	8	55	24	100
In	C4:7C:8D:64:76:67	2019-09-20 02:10:02	Flower care	18.9	23	65	155	32
Out	C4:7C:8D:64:5D:17	2019-09-20 02:10:05	Flower care	19.5	8	73	24	100
In	C4:7C:8D:64:76:67	2019-09-20 02:20:02	Flower care	19.0	23	48	155	35
Out	C4:7C:8D:64:5D:17	2019-09-20 02:20:07	Flower care	19.6	8	50	23	100
In	C4:7C:8D:64:76:67	2019-09-20 02:30:01	Flower care	19.0	23	65	158	33
Out	C4:7C:8D:64:5D:17	2019-09-20 02:30:05	Flower care	19.8	8	73	23	100
In	C4:7C:8D:64:76:67	2019-09-20 02:40:02	Flower care	18.3	23	0	159	32
Out	C4:7C:8D:64:5D:17	2019-09-20 02:40:05	Flower care	19.3	8	50	24	100
In	C4:7C:8D:64:76:67	2019-09-20 02:50:01	Flower care	18.6	23	65	155	31
Out	C4:7C:8D:64:5D:17	2019-09-20 02:50:03	Flower care	19.3	8	71	23	100
In	C4:7C:8D:64:76:67	2019-09-20 03:00:01	Flower care	18.8	23	66	156	32
Out	C4:7C:8D:64:5D:17	2019-09-20 03:00:04	Flower care	19.3	8	35	23	100
In	C4:7C:8D:64:76:67	2019-09-20 03:10:02	Flower care	18.6	23	24	156	32
Out	C4:7C:8D:64:5D:17	2019-09-20 03:10:07	Flower care	19.4	8	52	23	100
In	C4:7C:8D:64:76:67	2019-09-20 03:20:02	Flower care	18.9	22	86	155	32
Out	C4:7C:8D:64:5D:17	2019-09-20 03:20:04	Flower care	19.5	8	55	23	100
In	C4:7C:8D:64:76:67	2019-09-20 03:30:02	Flower care	18.6	22	24	155	32
Out	C4:7C:8D:64:5D:17	2019-09-20 03:30:05	Flower care	19.4	8	52	24	100
In	C4:7C:8D:64:76:67	2019-09-20 03:40:02	Flower care	18.6	22	66	156	31
Out	C4:7C:8D:64:5D:17	2019-09-20 03:40:04	Flower care	19.2	8	50	23	100
In	C4:7C:8D:64:76:67	2019-09-20 03:50:01	Flower care	18.2	22	45	156	31
Out	C4:7C:8D:64:5D:17	2019-09-20 03:50:03	Flower care	18.9	7	71	22	100
In	C4:7C:8D:64:76:67	2019-09-20 04:00:02	Flower care	18.1	22	69	157	30
Out	C4:7C:8D:64:5D:17	2019-09-20 04:00:05	Flower care	18.8	7	73	24	100
In	C4:7C:8D:64:76:67	2019-09-20 04:10:02	Flower care	18.3	22	68	156	31
Out	C4:7C:8D:64:5D:17	2019-09-20 04:10:06	Flower care	18.8	8	71	24	100
In	C4:7C:8D:64:76:67	2019-09-20 04:20:01	Flower care	17.9	22	27	156	30
Out	C4:7C:8D:64:5D:17	2019-09-20 04:20:04	Flower care	18.8	8	73	24	100
In	C4:7C:8D:64:76:67	2019-09-20 04:30:02	Flower care	17.9	22	24	156	30
Out	C4:7C:8D:64:5D:17	2019-09-20 04:30:04	Flower care	18.5	7	71	24	100
In	C4:7C:8D:64:76:67	2019-09-20 04:40:02	Flower care	18.0	22	89	156	30
Out	C4:7C:8D:64:5D:17	2019-09-20 04:40:04	Flower care	18.4	7	52	24	100
In	C4:7C:8D:64:76:67	2019-09-20 04:50:02	Flower care	17.7	22	69	155	29
Out	C4:7C:8D:64:5D:17	2019-09-20 04:50:07	Flower care	18.3	7	73	22	100
In	C4:7C:8D:64:76:67	2019-09-20 05:00:02	Flower care	17.6	22	66	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 05:00:07	Flower care	18.2	7	55	23	100
In	C4:7C:8D:64:76:67	2019-09-20 05:10:02	Flower care	17.8	22	66	155	29
Out	C4:7C:8D:64:5D:17	2019-09-20 05:10:04	Flower care	18.3	7	74	24	100
In	C4:7C:8D:64:76:67	2019-09-20 05:20:02	Flower care	17.7	22	71	153	30
Out	C4:7C:8D:64:5D:17	2019-09-20 05:20:04	Flower care	18.4	7	71	22	100
In	C4:7C:8D:64:76:67	2019-09-20 05:30:02	Flower care	17.7	22	48	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 05:30:04	Flower care	18.4	7	74	23	100
In	C4:7C:8D:64:76:67	2019-09-20 05:40:02	Flower care	17.6	22	66	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 05:40:05	Flower care	18.3	7	71	23	100
In	C4:7C:8D:64:76:67	2019-09-20 05:50:02	Flower care	17.7	22	86	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 05:50:05	Flower care	18.2	7	74	23	100
In	C4:7C:8D:64:76:67	2019-09-20 06:00:02	Flower care	17.5	22	128	154	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:00:04	Flower care	18.1	7	92	22	100
In	C4:7C:8D:64:76:67	2019-09-20 06:10:02	Flower care	17.6	22	232	152	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:10:04	Flower care	18.0	7	174	23	100
In	C4:7C:8D:64:76:67	2019-09-20 06:20:02	Flower care	17.6	22	422	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:20:06	Flower care	18.2	7	341	22	100
In	C4:7C:8D:64:76:67	2019-09-20 06:30:02	Flower care	17.6	22	492	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:30:06	Flower care	18.2	7	390	22	100
In	C4:7C:8D:64:76:67	2019-09-20 06:40:02	Flower care	17.9	22	595	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:40:07	Flower care	18.4	7	423	23	100
In	C4:7C:8D:64:76:67	2019-09-20 06:50:02	Flower care	17.9	22	810	153	29
Out	C4:7C:8D:64:5D:17	2019-09-20 06:50:04	Flower care	18.4	7	641	22	100
In	C4:7C:8D:64:76:67	2019-09-20 07:00:02	Flower care	18.1	21	1370	152	31
Out	C4:7C:8D:64:5D:17	2019-09-20 07:00:05	Flower care	18.6	7	1022	21	100
In	C4:7C:8D:64:76:67	2019-09-20 07:10:02	Flower care	18.6	22	1695	150	31
Out	C4:7C:8D:64:5D:17	2019-09-20 07:10:06	Flower care	19.0	7	1342	22	100
In	C4:7C:8D:64:76:67	2019-09-20 07:20:02	Flower care	18.9	22	1792	149	32
Out	C4:7C:8D:64:5D:17	2019-09-20 07:20:06	Flower care	19.3	7	1338	21	100
In	C4:7C:8D:64:76:67	2019-09-20 07:30:02	Flower care	19.0	22	1615	150	31
Out	C4:7C:8D:64:5D:17	2019-09-20 07:30:04	Flower care	19.5	7	1265	22	100
In	C4:7C:8D:64:76:67	2019-09-20 07:40:02	Flower care	19.1	22	1647	152	32
Out	C4:7C:8D:64:5D:17	2019-09-20 07:40:04	Flower care	19.7	7	1232	21	100
In	C4:7C:8D:64:76:67	2019-09-20 07:50:02	Flower care	19.3	22	1754	151	32
Out	C4:7C:8D:64:5D:17	2019-09-20 07:50:06	Flower care	19.9	7	1346	23	100
In	C4:7C:8D:64:76:67	2019-09-20 08:00:02	Flower care	19.6	22	1854	151	32
Out	C4:7C:8D:64:5D:17	2019-09-20 08:00:04	Flower care	20.1	8	1414	23	100
In	C4:7C:8D:64:76:67	2019-09-20 08:10:02	Flower care	19.9	23	1921	151	33
Out	C4:7C:8D:64:5D:17	2019-09-20 08:10:07	Flower care	20.3	7	1494	22	100
In	C4:7C:8D:64:76:67	2019-09-20 08:20:02	Flower care	20.1	22	1985	151	33
Out	C4:7C:8D:64:5D:17	2019-09-20 08:20:05	Flower care	20.5	8	1510	22	100
In	C4:7C:8D:64:76:67	2019-09-20 08:30:02	Flower care	20.1	22	1974	153	35
Out	C4:7C:8D:64:5D:17	2019-09-20 08:30:04	Flower care	20.6	8	1566	23	100
In	C4:7C:8D:64:76:67	2019-09-20 08:40:02	Flower care	20.4	23	2002	154	36
Out	C4:7C:8D:64:5D:17	2019-09-20 08:40:04	Flower care	21.0	8	1561	23	100
In	C4:7C:8D:64:76:67	2019-09-20 08:50:02	Flower care	20.7	23	2012	153	36
Out	C4:7C:8D:64:5D:17	2019-09-20 08:50:05	Flower care	21.2	8	1610	23	100
In	C4:7C:8D:64:76:67	2019-09-20 09:00:02	Flower care	20.9	23	2047	150	37
Out	C4:7C:8D:64:5D:17	2019-09-20 09:00:04	Flower care	21.5	8	1606	20	100
In	C4:7C:8D:64:76:67	2019-09-20 09:10:02	Flower care	21.0	23	2047	154	37
Out	C4:7C:8D:64:5D:17	2019-09-20 09:10:06	Flower care	21.7	8	1667	22	100
In	C4:7C:8D:64:76:67	2019-09-20 09:20:02	Flower care	21.4	23	1980	152	38
Out	C4:7C:8D:64:5D:17	2019-09-20 09:20:04	Flower care	22.0	8	1561	22	100
In	C4:7C:8D:64:76:67	2019-09-20 09:30:02	Flower care	21.3	23	1938	155	38
Out	C4:7C:8D:64:5D:17	2019-09-20 09:30:17	Flower care	22.1	8	1581	22	100
In	C4:7C:8D:64:76:67	2019-09-20 09:40:02	Flower care	21.6	23	1949	153	37
Out	C4:7C:8D:64:5D:17	2019-09-20 09:40:06	Flower care	22.1	8	1535	22	100
In	C4:7C:8D:64:76:67	2019-09-20 09:50:02	Flower care	21.8	23	2138	152	38
Out	C4:7C:8D:64:5D:17	2019-09-20 09:50:04	Flower care	22.3	8	1774	22	100
In	C4:7C:8D:64:76:67	2019-09-20 10:00:02	Flower care	22.1	23	2012	155	39
Out	C4:7C:8D:64:5D:17	2019-09-20 10:00:04	Flower care	22.6	8	1601	22	100
In	C4:7C:8D:64:76:67	2019-09-20 10:10:02	Flower care	22.0	23	1787	156	39
Out	C4:7C:8D:64:5D:17	2019-09-20 10:10:06	Flower care	22.7	8	1531	22	100
In	C4:7C:8D:64:76:67	2019-09-20 10:20:02	Flower care	22.2	23	1964	154	39
Out	C4:7C:8D:64:5D:17	2019-09-20 10:20:06	Flower care	22.7	8	1601	23	100
In	C4:7C:8D:64:76:67	2019-09-20 10:30:02	Flower care	22.4	23	2116	154	41
Out	C4:7C:8D:64:5D:17	2019-09-20 10:30:05	Flower care	23.0	8	1779	22	100
In	C4:7C:8D:64:76:67	2019-09-20 10:40:02	Flower care	22.8	23	2317	155	41
Out	C4:7C:8D:64:5D:17	2019-09-20 10:40:05	Flower care	23.4	8	1925	23	100
In	C4:7C:8D:64:76:67	2019-09-20 10:50:02	Flower care	23.0	23	2278	154	41
Out	C4:7C:8D:64:5D:17	2019-09-20 10:50:05	Flower care	23.8	8	1930	22	100
In	C4:7C:8D:64:76:67	2019-09-20 11:00:02	Flower care	23.2	23	2232	154	41
Out	C4:7C:8D:64:5D:17	2019-09-20 11:00:05	Flower care	23.9	8	1850	25	100
In	C4:7C:8D:64:76:67	2019-09-20 11:10:02	Flower care	23.6	23	2227	154	42
Out	C4:7C:8D:64:5D:17	2019-09-20 11:10:05	Flower care	24.4	8	1896	21	100
In	C4:7C:8D:64:76:67	2019-09-20 11:20:02	Flower care	23.6	23	2251	157	43
Out	C4:7C:8D:64:5D:17	2019-09-20 11:20:04	Flower care	24.6	7	1896	22	100
In	C4:7C:8D:64:76:67	2019-09-20 11:30:02	Flower care	24.0	23	2356	156	44
Out	C4:7C:8D:64:5D:17	2019-09-20 11:30:06	Flower care	25.1	7	2055	24	100
In	C4:7C:8D:64:76:67	2019-09-20 11:40:02	Flower care	24.8	23	2539	153	45
Out	C4:7C:8D:64:5D:17	2019-09-20 11:40:05	Flower care	25.6	8	2142	24	100
In	C4:7C:8D:64:76:67	2019-09-20 11:50:02	Flower care	25.0	23	2789	154	44
Out	C4:7C:8D:64:5D:17	2019-09-20 11:50:05	Flower care	25.9	7	2415	21	100
In	C4:7C:8D:64:76:67	2019-09-20 12:00:02	Flower care	25.3	23	2410	153	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:00:05	Flower care	26.1	7	2025	24	100
In	C4:7C:8D:64:76:67	2019-09-20 12:10:02	Flower care	25.1	23	2421	155	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:10:05	Flower care	25.8	7	2069	24	100
In	C4:7C:8D:64:76:67	2019-09-20 12:20:02	Flower care	25.1	23	2491	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:20:05	Flower care	25.9	7	2121	24	100
In	C4:7C:8D:64:76:67	2019-09-20 12:30:02	Flower care	25.5	23	2470	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:30:04	Flower care	26.2	7	2126	24	100
In	C4:7C:8D:64:76:67	2019-09-20 12:40:02	Flower care	25.7	23	2442	155	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:40:04	Flower care	26.4	7	2064	23	100
In	C4:7C:8D:64:76:67	2019-09-20 12:50:02	Flower care	25.8	23	2314	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 12:50:06	Flower care	26.6	7	2011	23	100
In	C4:7C:8D:64:76:67	2019-09-20 13:00:02	Flower care	25.8	23	2271	155	45
Out	C4:7C:8D:64:5D:17	2019-09-20 13:00:04	Flower care	26.4	7	1920	23	100
In	C4:7C:8D:64:76:67	2019-09-20 13:10:02	Flower care	25.6	23	2088	157	45
Out	C4:7C:8D:64:5D:17	2019-09-20 13:10:04	Flower care	26.4	7	1774	23	100
In	C4:7C:8D:64:76:67	2019-09-20 13:20:02	Flower care	25.6	23	2204	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 13:20:06	Flower care	26.2	7	1845	24	100
In	C4:7C:8D:64:76:67	2019-09-20 13:30:02	Flower care	25.8	23	2875	156	47
Out	C4:7C:8D:64:5D:17	2019-09-20 13:30:04	Flower care	26.5	7	2545	23	100
In	C4:7C:8D:64:76:67	2019-09-20 13:40:02	Flower care	26.3	23	3814	155	47
Out	C4:7C:8D:64:5D:17	2019-09-20 13:40:03	Flower care	27.0	7	3364	23	100
In	C4:7C:8D:64:76:67	2019-09-20 13:50:02	Flower care	26.9	23	4803	153	48
Out	C4:7C:8D:64:5D:17	2019-09-20 13:50:06	Flower care	27.4	7	4411	24	100
In	C4:7C:8D:64:76:67	2019-09-20 14:00:01	Flower care	27.2	24	5510	155	48
Out	C4:7C:8D:64:5D:17	2019-09-20 14:00:05	Flower care	27.7	7	4937	24	100
In	C4:7C:8D:64:76:67	2019-09-20 14:10:01	Flower care	27.6	23	5590	154	49
Out	C4:7C:8D:64:5D:17	2019-09-20 14:10:04	Flower care	27.9	8	5008	24	100
In	C4:7C:8D:64:76:67	2019-09-20 14:20:02	Flower care	27.8	23	5620	155	49
Out	C4:7C:8D:64:5D:17	2019-09-20 14:20:04	Flower care	28.3	8	5001	23	100
In	C4:7C:8D:64:76:67	2019-09-20 14:30:01	Flower care	28.0	23	5231	154	49
Out	C4:7C:8D:64:5D:17	2019-09-20 14:30:03	Flower care	28.6	7	4720	22	100
In	C4:7C:8D:64:76:67	2019-09-20 14:40:02	Flower care	28.1	23	4989	154	50
Out	C4:7C:8D:64:5D:17	2019-09-20 14:40:07	Flower care	28.6	8	4428	23	100
In	C4:7C:8D:64:76:67	2019-09-20 14:50:01	Flower care	28.2	23	4784	154	49
Out	C4:7C:8D:64:5D:17	2019-09-20 14:50:05	Flower care	28.6	8	4263	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:00:01	Flower care	28.2	23	4671	157	50
Out	C4:7C:8D:64:5D:17	2019-09-20 15:00:04	Flower care	28.9	8	4143	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:10:01	Flower care	28.3	23	4429	155	50
Out	C4:7C:8D:64:5D:17	2019-09-20 15:10:03	Flower care	28.9	8	3950	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:20:02	Flower care	28.4	23	4238	156	50
Out	C4:7C:8D:64:5D:17	2019-09-20 15:20:07	Flower care	29.0	8	3751	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:30:02	Flower care	28.2	23	3420	157	50
Out	C4:7C:8D:64:5D:17	2019-09-20 15:30:05	Flower care	28.6	8	3077	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:40:02	Flower care	28.0	23	3147	157	50
Out	C4:7C:8D:64:5D:17	2019-09-20 15:40:05	Flower care	28.5	8	2805	23	100
In	C4:7C:8D:64:76:67	2019-09-20 15:50:02	Flower care	27.8	23	3288	158	49
Out	C4:7C:8D:64:5D:17	2019-09-20 15:50:05	Flower care	28.6	8	2978	22	100
In	C4:7C:8D:64:76:67	2019-09-20 16:00:02	Flower care	27.9	23	3019	158	50
Out	C4:7C:8D:64:5D:17	2019-09-20 16:00:07	Flower care	28.5	8	2668	23	100
In	C4:7C:8D:64:76:67	2019-09-20 16:10:02	Flower care	27.7	23	2857	155	49
Out	C4:7C:8D:64:5D:17	2019-09-20 16:10:05	Flower care	28.3	8	2556	23	100
In	C4:7C:8D:64:76:67	2019-09-20 16:20:02	Flower care	27.3	23	2808	157	49
Out	C4:7C:8D:64:5D:17	2019-09-20 16:20:04	Flower care	27.7	8	2463	24	100
In	C4:7C:8D:64:76:67	2019-09-20 16:30:02	Flower care	27.0	23	2666	157	49
Out	C4:7C:8D:64:5D:17	2019-09-20 16:30:05	Flower care	27.4	8	2380	24	100
In	C4:7C:8D:64:76:67	2019-09-20 16:40:02	Flower care	27.0	23	2435	157	48
Out	C4:7C:8D:64:5D:17	2019-09-20 16:40:06	Flower care	27.4	8	2120	23	100
In	C4:7C:8D:64:76:67	2019-09-20 16:50:01	Flower care	26.5	23	2187	157	48
Out	C4:7C:8D:64:5D:17	2019-09-20 16:50:03	Flower care	26.9	8	1925	23	100
In	C4:7C:8D:64:76:67	2019-09-20 17:00:02	Flower care	26.2	23	1882	158	47
Out	C4:7C:8D:64:5D:17	2019-09-20 17:00:04	Flower care	26.7	8	1626	23	100
In	C4:7C:8D:64:76:67	2019-09-20 17:10:02	Flower care	26.0	23	1628	158	47
Out	C4:7C:8D:64:5D:17	2019-09-20 17:10:05	Flower care	26.4	8	1453	23	100
In	C4:7C:8D:64:76:67	2019-09-20 17:20:01	Flower care	25.9	23	1460	156	47
Out	C4:7C:8D:64:5D:17	2019-09-20 17:20:04	Flower care	26.3	8	1269	22	100
In	C4:7C:8D:64:76:67	2019-09-20 17:30:02	Flower care	25.7	23	1210	157	47
Out	C4:7C:8D:64:5D:17	2019-09-20 17:30:04	Flower care	26.2	8	1062	24	100
In	C4:7C:8D:64:76:67	2019-09-20 17:40:02	Flower care	25.5	20	962	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 17:40:04	Flower care	26.0	8	838	22	100
In	C4:7C:8D:64:76:67	2019-09-20 17:50:02	Flower care	25.4	23	612	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 17:50:08	Flower care	25.8	8	552	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:00:02	Flower care	25.0	23	324	157	45
Out	C4:7C:8D:64:5D:17	2019-09-20 18:00:06	Flower care	25.5	8	272	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:10:02	Flower care	24.6	23	136	158	44
Out	C4:7C:8D:64:5D:17	2019-09-20 18:10:07	Flower care	25.2	8	168	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:20:01	Flower care	24.4	23	81	155	45
Out	C4:7C:8D:64:5D:17	2019-09-20 18:20:05	Flower care	25.0	8	82	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:30:02	Flower care	24.1	22	42	156	45
Out	C4:7C:8D:64:5D:17	2019-09-20 18:30:04	Flower care	24.7	8	66	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:40:02	Flower care	24.1	22	61	156	44
Out	C4:7C:8D:64:5D:17	2019-09-20 18:40:04	Flower care	24.7	8	47	21	100
In	C4:7C:8D:64:76:67	2019-09-20 18:50:02	Flower care	24.0	22	61	155	42
Out	C4:7C:8D:64:5D:17	2019-09-20 18:50:06	Flower care	24.4	8	47	21	100
In	C4:7C:8D:64:76:67	2019-09-20 19:00:02	Flower care	23.7	22	63	153	43
Out	C4:7C:8D:64:5D:17	2019-09-20 19:00:06	Flower care	24.2	7	45	20	100
In	C4:7C:8D:64:76:67	2019-09-20 19:10:02	Flower care	23.5	23	42	156	42
Out	C4:7C:8D:64:5D:17	2019-09-20 19:10:06	Flower care	23.9	7	68	21	100
In	C4:7C:8D:64:76:67	2019-09-20 19:20:02	Flower care	23.3	23	60	153	41
Out	C4:7C:8D:64:5D:17	2019-09-20 19:20:06	Flower care	23.8	7	48	21	100
In	C4:7C:8D:64:76:67	2019-09-20 19:30:02	Flower care	23.2	23	61	154	42
Out	C4:7C:8D:64:5D:17	2019-09-20 19:30:06	Flower care	23.7	7	52	20	100
In	C4:7C:8D:64:76:67	2019-09-20 19:40:02	Flower care	23.1	21	43	154	42
Out	C4:7C:8D:64:5D:17	2019-09-20 19:40:04	Flower care	23.7	7	30	20	100
In	C4:7C:8D:64:76:67	2019-09-20 19:50:02	Flower care	23.0	23	60	153	42
Out	C4:7C:8D:64:5D:17	2019-09-20 19:50:05	Flower care	23.6	7	84	20	100
In	C4:7C:8D:64:76:67	2019-09-20 20:00:02	Flower care	22.8	23	40	154	42
Out	C4:7C:8D:64:5D:17	2019-09-20 20:00:04	Flower care	23.3	7	30	20	100
In	C4:7C:8D:64:76:67	2019-09-20 20:10:02	Flower care	22.6	23	24	153	41
Out	C4:7C:8D:64:5D:17	2019-09-20 20:10:04	Flower care	23.1	7	50	20	100
In	C4:7C:8D:64:76:67	2019-09-20 20:20:02	Flower care	22.6	23	40	153	41
Out	C4:7C:8D:64:5D:17	2019-09-20 20:20:05	Flower care	23.2	7	65	20	100
In	C4:7C:8D:64:76:67	2019-09-20 20:30:02	Flower care	22.4	22	4	154	42
Out	C4:7C:8D:64:5D:17	2019-09-20 20:30:07	Flower care	23.0	7	68	20	100
In	C4:7C:8D:64:76:67	2019-09-20 20:40:02	Flower care	22.1	22	0	155	39
Out	C4:7C:8D:64:5D:17	2019-09-20 20:40:05	Flower care	22.8	7	50	17	100
In	C4:7C:8D:64:76:67	2019-09-20 20:50:02	Flower care	22.3	22	24	151	41
Out	C4:7C:8D:64:5D:17	2019-09-20 20:50:04	Flower care	22.9	7	68	18	100
In	C4:7C:8D:64:76:67	2019-09-20 21:00:02	Flower care	22.2	22	61	151	41
Out	C4:7C:8D:64:5D:17	2019-09-20 21:00:06	Flower care	22.8	7	47	17	100
In	C4:7C:8D:64:76:67	2019-09-20 21:10:02	Flower care	22.2	22	61	151	39
Out	C4:7C:8D:64:5D:17	2019-09-20 21:10:04	Flower care	22.8	7	66	17	100
In	C4:7C:8D:64:76:67	2019-09-20 21:20:02	Flower care	22.2	22	43	151	41
Out	C4:7C:8D:64:5D:17	2019-09-20 21:20:06	Flower care	22.8	7	47	17	100
In	C4:7C:8D:64:76:67	2019-09-20 21:30:02	Flower care	22.0	22	24	152	39
Out	C4:7C:8D:64:5D:17	2019-09-20 21:30:04	Flower care	22.7	7	66	17	100
In	C4:7C:8D:64:76:67	2019-09-20 21:40:02	Flower care	22.0	22	65	152	39
Out	C4:7C:8D:64:5D:17	2019-09-20 21:40:04	Flower care	22.6	7	32	20	100
In	C4:7C:8D:64:76:67	2019-09-20 21:50:02	Flower care	22.1	22	63	149	39
Out	C4:7C:8D:64:5D:17	2019-09-20 21:50:05	Flower care	22.6	7	69	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:00:02	Flower care	21.9	22	43	151	39
Out	C4:7C:8D:64:5D:17	2019-09-20 22:00:04	Flower care	22.5	7	32	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:10:02	Flower care	22.0	22	61	151	39
Out	C4:7C:8D:64:5D:17	2019-09-20 22:10:07	Flower care	22.6	7	50	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:20:02	Flower care	21.9	22	65	150	39
Out	C4:7C:8D:64:5D:17	2019-09-20 22:20:04	Flower care	22.4	7	52	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:30:02	Flower care	21.7	22	61	151	38
Out	C4:7C:8D:64:5D:17	2019-09-20 22:30:04	Flower care	22.3	7	69	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:40:02	Flower care	21.4	22	42	149	38
Out	C4:7C:8D:64:5D:17	2019-09-20 22:40:05	Flower care	22.0	7	52	17	100
In	C4:7C:8D:64:76:67	2019-09-20 22:50:02	Flower care	21.4	22	65	149	38
Out	C4:7C:8D:64:5D:17	2019-09-20 22:50:04	Flower care	21.9	7	50	17	100
In	C4:7C:8D:64:76:67	2019-09-20 23:00:02	Flower care	21.3	22	82	149	37
Out	C4:7C:8D:64:5D:17	2019-09-20 23:00:04	Flower care	21.9	7	48	16	100
In	C4:7C:8D:64:76:67	2019-09-20 23:10:02	Flower care	21.2	22	22	150	38
Out	C4:7C:8D:64:5D:17	2019-09-20 23:10:06	Flower care	21.8	7	69	17	100
In	C4:7C:8D:64:76:67	2019-09-20 23:20:02	Flower care	21.1	22	45	149	38
Out	C4:7C:8D:64:5D:17	2019-09-20 23:20:05	Flower care	21.8	7	52	17	100
In	C4:7C:8D:64:76:67	2019-09-20 23:30:02	Flower care	21.1	22	43	149	38
Out	C4:7C:8D:64:5D:17	2019-09-20 23:30:05	Flower care	21.6	7	68	17	100
In	C4:7C:8D:64:76:67	2019-09-20 23:40:02	Flower care	21.1	22	63	148	37
Out	C4:7C:8D:64:5D:17	2019-09-20 23:40:04	Flower care	21.6	7	50	17	100
In	C4:7C:8D:64:76:67	2019-09-20 23:50:02	Flower care	21.0	22	45	148	37
Out	C4:7C:8D:64:5D:17	2019-09-20 23:50:06	Flower care	21.6	7	68	15	100
In	C4:7C:8D:64:76:67	2019-09-21 00:00:02	Flower care	20.9	22	65	148	37
Out	C4:7C:8D:64:5D:17	2019-09-21 00:00:04	Flower care	21.5	7	52	17	100
In	C4:7C:8D:64:76:67	2019-09-21 00:10:02	Flower care	20.8	21	60	150	37
Out	C4:7C:8D:64:5D:17	2019-09-21 00:10:05	Flower care	21.4	7	73	17	100
In	C4:7C:8D:64:76:67	2019-09-21 00:20:02	Flower care	20.8	21	82	149	36
Out	C4:7C:8D:64:5D:17	2019-09-21 00:20:05	Flower care	21.2	7	14	16	100
In	C4:7C:8D:64:76:67	2019-09-21 00:30:02	Flower care	20.7	21	63	148	36
Out	C4:7C:8D:64:5D:17	2019-09-21 00:30:04	Flower care	21.2	7	68	17	100
In	C4:7C:8D:64:76:67	2019-09-21 00:40:02	Flower care	20.7	21	43	148	36
Out	C4:7C:8D:64:5D:17	2019-09-21 00:40:06	Flower care	21.2	7	50	17	100
In	C4:7C:8D:64:76:67	2019-09-21 00:50:02	Flower care	20.6	21	42	148	36
Out	C4:7C:8D:64:5D:17	2019-09-21 00:50:04	Flower care	21.1	7	68	15	100
In	C4:7C:8D:64:76:67	2019-09-21 01:00:02	Flower care	20.5	21	66	148	36
Out	C4:7C:8D:64:5D:17	2019-09-21 01:00:06	Flower care	21.1	7	50	15	100
In	C4:7C:8D:64:76:67	2019-09-21 01:10:02	Flower care	20.4	21	27	146	36
Out	C4:7C:8D:64:5D:17	2019-09-21 01:10:05	Flower care	21.0	7	71	16	100
In	C4:7C:8D:64:76:67	2019-09-21 01:20:02	Flower care	20.5	21	66	145	36
Out	C4:7C:8D:64:5D:17	2019-09-21 01:20:04	Flower care	21.0	7	30	15	100
In	C4:7C:8D:64:76:67	2019-09-21 01:30:02	Flower care	20.5	21	63	146	36
